business_name,inspection_score,Year,NumberofLocations,Weekend
CARL'S JR RESTAURANT,96,2006,254,FALSE
UAA - CUDDY CENTER,88,2007,57,FALSE
MCDONALD'S,90,2004,646,FALSE
LIONS DEN LOUNGE,88,2016,33,FALSE
SAMURAI SUSHI,84,2008,119,FALSE
MCLAUGHLIN YOUTH CENTER,99,2004,35,FALSE
COLD STONE CREAMERY,86,2016,92,FALSE
LIONS DEN LOUNGE,94,2007,33,FALSE
AMAZING GRACE LUTHERAN PRESCHOOL,95,2001,23,FALSE
AROY-D,95,2017,10,FALSE
PEKING WOK,72,2009,271,FALSE
ICHIBAN RESTAURANT,84,2016,125,FALSE
AFC SUSHI #2628 @ CARRS/SAFEWAY,87,2017,11,FALSE
WESTMARK - SOLSTICE CAFE,91,2005,47,FALSE
FAIRFIELD INN & SUITES - HOT TUB,100,2004,28,FALSE
PICCOLINO'S RESTAURANTS INC,94,2017,42,FALSE
YAMAYA RESTAURANT,88,2009,29,FALSE
CARRS #1817 - RETAIL FISH,94,2008,21,FALSE
COHO COFFEE COMPANY,93,2016,27,FALSE
LAS MARGARITAS,90,2007,54,FALSE
MT VIEW RED APPLE MKT - MEAT,95,2001,32,FALSE
BERNIE'S BUNGALOW LOUNGE,93,2009,48,FALSE
SALVATION ARMY/CHUGIAK VIEW,93,2007,10,FALSE
MEKONG RESTAURANT,92,2017,86,FALSE
SUBWAY OF ALASKA #17981,92,2005,41,FALSE
CHUGACH PHYSICAL THERAPY,100,2008,26,FALSE
COUNTRY HEALTH FOODS,100,2015,11,FALSE
HILTON GARDEN INN - ANCHORAGE,93,2018,18,FALSE
HARD ROCK CAFE - BAR 2 UPSTAIRS,94,2016,6,FALSE
ORSO - BAR,100,2007,13,FALSE
KLATT ELEMENTARY SCHOOL,100,2001,38,FALSE
CARL'S JR RESTAURANT,96,2006,254,FALSE
PERK-UP ESPRESSO,94,2006,70,FALSE
DING HOW RESTAURANT,87,2008,196,FALSE
HACIENDA MEXICAN RESTAURANT,94,2017,62,FALSE
HOLIDAY INN EXPRESS - POOL,100,2001,37,FALSE
FRED MEYER 00656 - RETAIL FISH,95,2009,19,FALSE
ASIA GARDEN,94,2008,119,FALSE
CRAZY HORSE SALOON RESTAURANT,95,2016,41,FALSE
BARTLETT HIGH POOL/P & R,100,2005,21,FALSE
HOLIDAY STATION STORE #620,99,2001,23,FALSE
VILLAGE INN #3,90,2017,79,FALSE
CARRS #1812 - DELI,95,2006,46,FALSE
THAI SIAM RESTAURANT,87,2016,56,FALSE
BELLA VISTA,98,2000,56,FALSE
VILLAGE INN #3,87,2015,79,FALSE
ASIAN KITCHEN - NORTHWOOD,90,2005,51,FALSE
"NEW CENTRAL MARKET PROCESSING, THE",90,2015,98,FALSE
KING CAREER CENTER EARLY CHILDHOOD,98,2017,25,FALSE
PIZZA OLYMPIA,94,2008,69,FALSE
O'MALLEY ELEMENTARY SCHOOL,100,2001,37,FALSE
CENTRALIZED KITCHEN,93,2008,26,FALSE
BRIGHT BEGINNINGS ELC -BRANDON,99,2017,18,FALSE
CARRS #520 - SALAD BAR,90,2008,32,FALSE
HOLIDAY STATION STORE #638,99,2003,30,FALSE
COSTCO WHOLESALE #63 - PROCESSOR,100,2004,24,FALSE
ALPINE DINER & BAKERY,72,2009,61,FALSE
ARCTIC & TUDOR SHELL MT VIEW,92,2016,18,FALSE
FIREWEED CHEVRON TNI - SNACK BAR,89,2005,34,FALSE
SUBWAY OF ALASKA #23397,96,2004,52,FALSE
YUKON CONCESSION,100,2004,24,FALSE
HOLIDAY STATIONSTORE #628 SNACKBAR,92,2008,57,FALSE
NEW SAGAYA MIDTOWN - GROCERY,98,2008,29,FALSE
ANCHORAGE COMMUNITY YMCA - TUDOR,100,2016,6,FALSE
CARRS #520 -  DELI,89,2005,80,FALSE
HILTON GARDEN INN - ANCHORAGE,93,2018,18,FALSE
PAPA JOHN'S PIZZA,84,2008,83,FALSE
5TH AVENUE DELI,90,2009,70,FALSE
DRAGON RESTAURANT,85,2016,191,FALSE
LONG BRANCH SALOON,98,2007,91,FALSE
ORIENTAL SHOPPING CENTER -GROCERY,90,2017,21,FALSE
BURGER JIM #1,92,2017,101,FALSE
NEW ASIAN MARKET,89,2017,24,FALSE
BAXTER ELEMENTARY SCHOOL,100,2002,38,FALSE
ICHIBAN RESTAURANT,84,2005,125,FALSE
BURRITO KING,100,2008,54,FALSE
"ALASKA CLUB SOUTH, THE",100,2017,54,FALSE
CARRS #1805 - DELI,94,2008,86,FALSE
NORTH STAR HOSPITAL,91,2015,40,FALSE
URSA MAJOR,100,2007,40,FALSE
ANCH HILTON - BRUINS,88,2008,34,FALSE
COSTCO WHOLESALE #63 - PROCESSOR,100,2003,24,FALSE
EAGLE RIVER HIGH SCHOOL,99,2016,32,FALSE
KALADI BROTHERS COFFEE,97,2017,99,FALSE
L & L HAWAIIAN BARBECUE,91,2015,55,FALSE
AFC SUSHI @ FRED MEYER 00656,81,2016,51,FALSE
WENDY'S #5,94,2015,44,FALSE
THAI ORCHID RESTAURANT,99,2015,12,FALSE
SAMURAI SUSHI,88,2009,119,FALSE
JEWEL LAKE TASTEE FREEZ,94,2006,65,FALSE
HUMPYS GREAT ALASKAN ALEHOUSE-BAR,100,2016,6,FALSE
CAMP FIRE - GOVERNMENT HILL,100,2005,32,FALSE
DIANNE'S WILD FORK CATERING,98,2016,3,FALSE
UAA - STARBUCKS,89,2005,30,FALSE
FRED MEYER - STARBUCKS,97,2001,82,FALSE
PIZZA PLAZA,81,2006,90,FALSE
DARK HORSE COFFEE CO.,91,2007,37,FALSE
CAMP FIRE - CHUGACH,100,2008,31,FALSE
I LOVE BERRY,100,2015,30,FALSE
CHUCK E CHEESE PIZZA,75,2004,91,FALSE
BRADLEY HOUSE,90,2018,54,FALSE
ST. ELIAS SPECIALTY HOSPITAL,100,2009,17,FALSE
JACKIE'S PLACE,94,2003,95,FALSE
CARL'S JR RESTAURANT,93,2001,254,FALSE
HOLIDAY STATION STORE #629,99,2004,23,FALSE
MCDONALD'S,98,2000,646,FALSE
CARRS #1805 - BAKERY,100,2006,29,FALSE
GOLDEN DONUTS #2,98,2001,53,FALSE
BENIHANA RESTAURANT - BAR,95,2007,20,FALSE
FUKUMARU TERIYAKI,82,2015,43,FALSE
PIPER'S LOUNGE,95,2015,27,FALSE
CARRS #1807- RETAIL MEAT,100,2004,23,FALSE
RABBIT CREEK ELEMENTARY SCHOOL,100,2017,37,FALSE
BONIFACE CHEVRON - SNACK BAR,100,2006,26,FALSE
VFW POST 9785,90,2016,50,FALSE
ARBY'S - EAGLE RIVER,88,2003,74,FALSE
AK ALCHEMIST,89,2016,30,FALSE
CHAIR 5,94,2017,72,FALSE
AUNTIE ANNE'S PRETZELS,97,2016,11,FALSE
SWEET BASIL CAFE,87,2007,96,FALSE
"AK SWEET CUP, LLC",95,2017,5,FALSE
BRIGHT BEGINNINGS ELC-EAGLE RIVER,96,2017,69,FALSE
CENTRER LE POINT CAFE,100,2004,27,FALSE
CLUB PARIS,88,2006,50,FALSE
SICILY'S PIZZA,94,2017,323,FALSE
"BARNES & NOBLE BOOKSELLERS, INC",88,2007,36,FALSE
SILVERTIP GRILL,96,2004,62,FALSE
LUIGI'S PIZZA,81,2006,117,FALSE
FRED MEYER - STARBUCKS,100,2016,82,FALSE
FISH,100,2017,11,FALSE
DIMOND CENTER HOTEL - CAMEL ROCK,96,2006,22,FALSE
PIPER'S RESTAURANT,88,2017,113,FALSE
CLUB PARIS BAR,99,2002,13,FALSE
PIZZA PLAZA,92,2001,90,FALSE
BOYS & GIRLS CLUB -MULDOON,91,2008,49,FALSE
DING HOW RESTAURANT,81,2007,196,FALSE
BIRCHWOOD SALOON,91,2015,35,FALSE
TWIN DRAGON,88,2009,127,FALSE
GALLO'S MEXICAN RESTAURANT,82,2006,274,FALSE
SWEET PINK PEPPER,78,2004,154,FALSE
HAMBURGER HAVEN,93,2008,129,FALSE
HOLIDAY STATION STORE #639,94,2016,14,FALSE
CREEKSIDE CAFE,100,2006,22,FALSE
HOLIDAY STATIONSTORE #614,95,2000,39,FALSE
JALAPENOS MEXICAN RESTAURANT,88,2006,104,FALSE
TRAILSIDE ELEMENTARY SCHOOL,100,2005,38,FALSE
CAPTAIN COOK - MAIN KITCHEN,97,2017,40,FALSE
FLO'S PANCAKE HOUSE,93,2018,29,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,85,2016,43,FALSE
POLAR BEAR EXPRESSO,98,2015,15,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,84,2005,134,FALSE
CARRS #1802 - RETAIL MEAT,100,2001,23,FALSE
FRED MEYER - DELI,100,2000,189,FALSE
CAMP FIRE - SAND LAKE,96,2003,29,FALSE
ORGANIC OASIS HEALTH FOODS,96,2006,96,FALSE
VILLA PIZZA,93,2001,68,FALSE
GINGER,96,2017,58,FALSE
UAA - CREEKSIDE COMMONS,100,2015,63,FALSE
DRAGON RESTAURANT,82,2005,191,FALSE
MUFFIN MAN,84,2007,43,FALSE
CARRS #1813 - GROCERY,100,2007,29,FALSE
REILLY'S,100,2015,35,FALSE
DON JOSE'S MEXICAN RESTAURANT,99,2003,140,FALSE
SAL'S NEW YORK GRILL,87,2015,12,FALSE
UPPER 1,93,2009,23,FALSE
WEST BERLIN RESTAURANT,82,2015,17,FALSE
BOMBAY DELUXE,98,2016,120,FALSE
BENIHANA RESTAURANT - BAR,93,2008,20,FALSE
PEPPERCINI'S DELI HOUSE,95,2008,25,FALSE
EAST HIGH SCHOOL/P & R,100,2006,18,FALSE
SUBWAY OF ALASKA #15777,96,2005,70,FALSE
MULDOON PIZZA,82,2008,63,FALSE
ARCTIC ROADRUNNER #2,92,2005,36,FALSE
MYTHAI RESTAURANT LLC,91,2016,16,FALSE
DON JOSE'S MEXICAN RESTAURANT,79,2015,140,FALSE
"PERFECT CUP PLUS, THE",87,2007,91,FALSE
SKI INN LLC,95,2017,3,FALSE
ARBY'S,94,2007,128,FALSE
SIMON & SEAFORTS,84,2007,74,FALSE
HOLIDAY STATIONSTORE #602 DELI,87,2003,46,FALSE
WAFFLE RUSH,92,2017,15,FALSE
CAMPBELL ELEMENTARY SCHOOL,100,2001,40,FALSE
PEKING WOK,84,2000,271,FALSE
BAYSHORE CLUBHOUSE - SPA,100,2004,35,FALSE
SULLIVAN ARENA - SOUTH MAIN,97,2006,30,FALSE
SUBWAY OF ALASKA #15777,88,2009,70,FALSE
HYATT HOUSE ANCHORAGE - POOL,100,2017,6,FALSE
HOLIDAY STATIONSTORE #625,89,2016,36,FALSE
JITTERS,92,2016,54,FALSE
HAMBURGER HAVEN,88,2017,129,FALSE
MCDONALD'S,95,2003,646,FALSE
HYATT HOUSE ANCHORAGE - POOL,100,2017,6,FALSE
CROW CREEK MERCANTILE #1839,100,2017,53,FALSE
SUBWAY OF ALASKA #19605,94,2005,49,FALSE
TWIN DRAGON,87,2005,127,FALSE
BRADLEY HOUSE - BAR,99,2008,21,FALSE
PHO & THAI CUISINE,77,2016,49,FALSE
CARRS #1805 - GROCERY,92,2005,42,FALSE
BOMBAY DELUXE,88,2009,120,FALSE
ORION SCHOOL,100,2009,38,FALSE
CAMP FIRE - SCENIC PARK,95,2008,38,FALSE
CARRS #1817 - GROCERY,92,2003,26,FALSE
ORSO,88,2018,39,FALSE
SWEET PINK PEPPER,79,2007,154,FALSE
WENDY'S #2,93,2006,59,FALSE
GORSUCH BOY SCOUT CAMP,96,2003,34,FALSE
HIDEAWAY BAR,95,2006,34,FALSE
HOLIDAY INN EXPRESS - SPA,100,2004,40,FALSE
ORIENTAL GARDEN,82,2016,23,FALSE
KALADI BROS. COFFEE,86,2006,48,FALSE
PEKING WOK,74,2009,271,FALSE
TACO KING V,100,2015,33,FALSE
SULLIVAN ARENA PIZZA STAND,100,2008,24,FALSE
DON JOSE'S MEXICAN RESTAURANT,81,2006,140,FALSE
SUBWAY OF ALASKA #23397,98,2009,52,FALSE
AK FRESH SEAFOOD & SPICE,93,2017,13,FALSE
CAMP FIRE - CHINOOK,100,2004,30,FALSE
COSTCO WHOLESALE - PROCESSOR,100,2005,27,FALSE
ROMANO'S BAR,90,2017,20,FALSE
O'BRADY'S BURGERS #2,100,2015,58,FALSE
KINLEY'S RESTAURANT & BAR INC,98,2016,71,FALSE
OLIVE GARDEN - BAR,97,2016,8,FALSE
HUMPY'S GREAT ALASKAN ALEHOUSE,86,2005,78,FALSE
JEWEL LAKE TASTEE FREEZ,98,2001,65,FALSE
TACO KING,75,2017,115,FALSE
COSTCO WAREHOUSE PIZZA KITCHEN,100,2016,44,FALSE
DAMI,81,2016,103,FALSE
PHO VIETNAM RESTAURANT,92,2016,41,FALSE
DAMI,81,2016,103,FALSE
SICILY'S PIZZA,85,2016,323,FALSE
WENDLER MIDDLE SCHOOL,100,2002,43,FALSE
FRED MEYER  DELI #668,93,2006,52,FALSE
L'AROMA SOUTHSIDE,85,2009,45,FALSE
CAMP FIRE - RUSSIAN JACK,100,2015,45,FALSE
FLO'S PANCAKE HOUSE,82,2015,29,FALSE
TACO PALACE,91,2016,24,FALSE
ALASKA REGIONAL HOSPITAL,86,2015,40,FALSE
MIDNIGHT SUN BREWING COMPANY,100,2015,34,FALSE
FRED MEYER - BAKERY,100,2009,88,FALSE
HOLIDAY STATIONSTORE #614,93,2015,39,FALSE
CAPONE'S PIZZA,91,2017,61,FALSE
LUIGI'S PIZZA,79,2009,117,FALSE
SWEET BASIL CAFE,87,2007,96,FALSE
TARGET - MULDOON GROCERY,97,2015,14,FALSE
NORTHERN LIGHTS ESPRESSO CAFE,99,2007,27,FALSE
CARRS #1807 - DELI,91,2015,59,FALSE
JIMMY SUSHI,82,2016,43,FALSE
ANCHORAGE RESCUE MISSION,98,2003,59,FALSE
DENNY'S,88,2008,111,FALSE
HUMPYS GREAT ALASKA ALEHOUSE,98,2015,16,FALSE
AROY-D,95,2017,10,FALSE
ALASKA REGIONAL HOSPITAL,100,2015,40,FALSE
CHUGACH SCHOOL DISTRICT,100,2017,9,FALSE
NORTHERN LIGHTS ABC SCHOOL,100,2007,36,FALSE
CAMP FIRE - TRAILSIDE,100,2008,30,FALSE
SHELL - EAGLE RIVER A & W,95,2009,33,FALSE
BP EARLY LEARNING CENTER,98,2017,9,FALSE
COSTCO WAREHOUSE PIZZA KITCHEN,96,2001,44,FALSE
EAST HIGH SCHOOL/P & R,100,2003,18,FALSE
SUBWAY OF ALASKA #17981,95,2008,41,FALSE
ESPRESSO ESPRESSIONS CAFE & EATERY,93,2016,110,FALSE
ANCHORAGE CORRECTIONAL COMPLEX EAST,90,2006,67,FALSE
UNCLE JOE'S PIZZERIA #5,90,2007,36,FALSE
FRED MEYER 00656 - DELI,96,2005,52,FALSE
KALADI BROTHERS COFFEE - DOWNSTAIRS,90,2007,30,FALSE
ORION SCHOOL,98,2002,38,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,97,2017,134,FALSE
CARRS #1813 - RETAIL FISH,100,2016,26,FALSE
CAMP FIRE - TRAILSIDE,100,2016,30,FALSE
MIKE'S QUALITY MEATS,97,2005,47,FALSE
HILTON GARDEN INN - SPA,100,2018,12,FALSE
BIG BOY EXPRESS MARKET,88,2002,133,FALSE
RONNIE SUSHI 2,86,2017,79,FALSE
ARIGATO,86,2007,79,FALSE
CREEKSIDE ELEMENTARY SCHOOL,100,2000,39,FALSE
SIS'S DELI & ESPRESSO BAR,85,2008,47,FALSE
"HILLCREST CHILDREN'S CTR., INC",98,2015,74,FALSE
ARBY'S,93,2006,128,FALSE
CAMP FIRE - ROGERS PARK,93,2000,26,FALSE
SICILY'S PIZZA,82,2000,323,TRUE
STARBUCKS COFFEE CO #17941,96,2017,12,FALSE
PTARMIGAN LOU'S SALOON,96,2005,18,FALSE
ANCH HILTON HEALTH CLUB - POOL,100,2009,31,FALSE
CHUGACH OPTIONAL ELEMENTARY SCHOOL,100,2015,38,FALSE
CHUGIAK/EAGLE RIVER FOOD PANTRY,100,2007,15,FALSE
HULA HANDS RESTAURANT,87,2007,181,FALSE
SUMMIT SPICE & TEA CO,95,2016,5,FALSE
VIP DBA YOUNG BIN RESTAURANT,95,2005,115,FALSE
NEW SAGAYA CITY MARKET - GROCERY,78,2006,43,FALSE
QDOBA RESTAURANT CORP,95,2007,40,FALSE
HOLIDAY STATIONSTORE #606 SNACKBAR,98,2004,37,FALSE
SICILY'S PIZZA,88,2004,323,FALSE
FOUNTAIN CHEVRON FOODMART,87,2016,20,FALSE
TACO BELL #15248,94,2008,36,FALSE
ROMANO'S,95,2016,54,FALSE
DAWG HOUSE CAFE,88,2005,66,FALSE
RONNIE,96,2017,95,FALSE
I LOVE BERRY,87,2017,30,FALSE
WENDY'S #5,99,2008,44,FALSE
DENNY'S,87,2006,111,FALSE
SUBWAY STORE#27668,100,2005,25,FALSE
JAVA HUT,94,2017,48,FALSE
SICILY'S PIZZA,91,2006,323,FALSE
AFC SUSHI #18 @ FRED MEYER #18,86,2008,51,FALSE
CARRS #1813 - GROCERY,100,2016,29,FALSE
DOWNTOWN SHELL FOOD MART A & W,99,2004,27,FALSE
DGS COFFEE,96,2016,12,FALSE
CAPONE'S PIZZA,91,2006,61,FALSE
SAPPORE COFFEE/CAFFE D'ARTE,94,2015,29,FALSE
ROSETTA'S ITALIAN EATERY,86,2016,55,FALSE
ESPRESSO ESPRESSIONS CAFE & EATERY,71,2009,110,FALSE
LAKE HOOD ELEMENTARY,100,2004,36,FALSE
ORGANIC OASIS HEALTH FOODS,95,2009,96,FALSE
PIZZA MAN #1,97,2003,83,FALSE
CARRS #2628 - RETAIL MEAT,98,2017,19,FALSE
BURRITO KING,95,2006,54,FALSE
TWIN DRAGON,92,2008,127,FALSE
SUBWAY,96,2016,99,FALSE
FRED MEYER - RETAIL MEAT,100,2004,77,FALSE
KALADI BROS. COFFEE,87,2004,48,FALSE
HOWLING WOLF CAFE/JROTC,89,2017,16,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,85,2008,43,FALSE
LUIGI'S PIZZA,84,2009,117,FALSE
FRED MEYER #668 - RETAIL MEAT,100,2006,18,FALSE
COSTCO WHOLESALE #63 - MEAT,92,2007,26,FALSE
PLAYER'S CHOICE BINGO,92,2008,36,FALSE
TEXAS ROADHOUSE,89,2018,23,FALSE
ARBY'S,90,2015,128,FALSE
LOS ARCOS RESTAURANT,86,2018,79,FALSE
ANCHORAGE MARKET,96,2007,32,FALSE
SAMURAI SUSHI,82,2008,119,FALSE
CAMP FIRE - FIRE LAKE,100,2008,22,FALSE
CARL'S JR RESTAURANT,93,2008,254,FALSE
BLACK CAT CAFE - MEARS STUDENT STORE,92,2018,7,FALSE
MT SPURR SCHOOL,100,2001,37,FALSE
SUBWAY OF ALASKA #15777,92,2009,70,FALSE
FUKUMARU TERIYAKI,82,2015,43,FALSE
DENALI ELEMENTARY SCHOOL,100,2006,36,FALSE
MYTHAI RESTAURANT LLC,91,2016,16,FALSE
FRED MEYER - RETAIL MEAT,100,2007,77,FALSE
NORDSTROM - CAFE EXPRESS,98,2001,38,FALSE
RED CHAIR CAFE,88,2017,28,FALSE
GRACE CHRISTIAN SCHOOL LUNCH PROGRA,100,2016,39,FALSE
GREAT ALASKA PIZZA CO,96,2016,40,FALSE
FAT PTARMIGAN MANAGMENT CO,88,2017,19,FALSE
M.L.K. FOOD BANK,100,2006,12,FALSE
"CACHE STORE 1, LLC- SNACK BAR",92,2016,10,FALSE
3 LITTLE PIGS - S,100,2008,19,FALSE
BIRCHWOOD SALOON,93,2008,35,FALSE
WILLIAM TYSON ELEMENTARY,100,2004,38,FALSE
TUDOR ELEMENTARY SCHOOL,100,2003,39,FALSE
"BURGERS, WINGS & THINGS",97,2015,43,FALSE
PETROLEUM CLUB OF ANCH. - BAR,100,2005,22,FALSE
BPX EXPLORATION CAFE,94,2016,43,FALSE
MOUNTAIN VIEW ELEM SCHOOL,100,2017,45,FALSE
ASIAN KITCHEN - NORTHWOOD,91,2005,51,FALSE
SUBWAY OF ALASKA #23397,91,2000,52,FALSE
WAL-MART STORE #4359 - BAKERY,90,2016,11,FALSE
RUSSIAN JACK ELEMENTARY SCHOOL,100,2002,38,FALSE
MULDOON PIZZA,92,2016,63,FALSE
TACO BELL #15248,89,2009,36,FALSE
BOMBAY DELUXE,87,2003,120,FALSE
CHEPO'S,78,2017,83,FALSE
CAMP FIRE - RAVENWOOD,100,2016,32,FALSE
EAGLE RIVER LIONS CLUB,100,2017,14,FALSE
BEAR TOOTH GRILL,93,2005,75,FALSE
PANCHO'S VILLA,97,2015,62,FALSE
APA GROCERIES,85,2004,47,FALSE
PHO GRILL,83,2017,53,FALSE
PTARMIGAN LOU'S SALOON,100,2000,18,FALSE
TESORO -ARCTIC #2,100,2016,5,FALSE
GWENNIES RESTAURANT,96,2009,126,FALSE
HOLIDAY STATION STORE DELI #624,97,2002,38,FALSE
ARBY'S - EAGLE RIVER,90,2002,74,FALSE
EAGLE RIVER ELEMENTARY SCHOOL,100,2005,35,FALSE
YAMAYA RESTAURANT,90,2008,29,FALSE
SAL'S NEW YORK GRILL,87,2015,12,FALSE
SALVATION ARMY - SERENDIPITY,96,2005,26,FALSE
AFC SUSHI #11 @ FRED MEYER,95,2008,29,FALSE
HEAVENLY CUP - NEW BLDG,92,2006,32,FALSE
PICCOLINO'S RESTAURANTS INC,85,2016,42,FALSE
CARL'S JR RESTAURANT,89,2006,254,FALSE
KALADI BROTHERS COFFEE - DOWNSTAIRS,99,2004,30,FALSE
AFC SUSHI @ FRED MEYER 00656,95,2005,51,FALSE
ORGANIC OASIS HEALTH FOODS,93,2007,96,FALSE
URSA MINOR SCHOOL,100,2006,38,FALSE
KALADI BROTHERS COFFEE - DOWNSTAIRS,93,2005,30,FALSE
BAXTER ELEMENTARY SCHOOL,100,2008,38,FALSE
GIRDWOOD K-8,100,2017,36,FALSE
NORTHERN LIGHTS ABC SCHOOL,100,2007,36,FALSE
DOWNTOWN SHELL  A & W,88,2005,105,FALSE
JASMINE THAI LLC,85,2016,16,FALSE
HAUTE QUARTER GRILL,95,2017,3,FALSE
GOLDENVIEW MIDDLE SCHOOL,100,2002,38,FALSE
LAKE OTIS ELEMENTARY SCHOOL,100,2003,38,FALSE
DAWG HOUSE CAFE,95,2002,66,FALSE
CHINA LIGHTS ORIENTAL CUISINE LLC,84,2017,178,FALSE
HOLIDAY STATION STORE #638,99,2000,30,FALSE
CAPTAIN COOK - WHALES TAIL BAR,99,2008,16,FALSE
WILLARD BOWMAN ELEMENTARY SCH,100,2008,36,FALSE
KRINERS DINER,83,2016,53,FALSE
HACIENDA MEXICAN REST./BAR,96,2016,22,FALSE
NEW SAGAYA CITY MARKET - GROCERY,78,2006,43,FALSE
KIDS' CORP - MULDOON,97,2003,51,FALSE
PEKING WOK,74,2009,271,FALSE
LONG BRANCH SALOON,100,2015,91,FALSE
NEW SAGAYA CITY MARKET - FISH,99,2017,21,FALSE
TESORO -ARCTIC #2 SNACK,94,2015,11,FALSE
HEARTH ARTISAN PIZZA,99,2016,21,FALSE
KING CAREER CENTER EARLY CHILDHOOD,100,2018,25,FALSE
MUFFIN MAN,84,2007,43,FALSE
KOBE TEPPAYAKI HOUSE,84,2007,151,FALSE
CAPONE'S PIZZA,94,2016,61,FALSE
MCDONALD'S,88,2015,646,FALSE
YUKON CONCESSION,100,2000,24,FALSE
UNCLE JOE'S PIZZERIA #3,100,2003,38,FALSE
SUGAR SHACK ESPRESSO-BAILEY'S,95,2016,13,FALSE
LITTLE ITALY,97,2015,66,FALSE
BLACK BEAR COFFEE COMPANY,95,2000,55,FALSE
POLARIS K-12 SCHOOL,100,2017,38,FALSE
SUBWAY STORE #23885,95,2008,26,FALSE
FRED MEYER - STARBUCKS,100,2007,82,FALSE
CENTER CAFE,93,2003,90,FALSE
ORGANIC OASIS HEALTH FOODS,89,2007,96,FALSE
AFC SUSHI #2628 @ CARRS/SAFEWAY,100,2015,11,FALSE
PEKING WOK,86,2008,271,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,82,2006,87,FALSE
IMPRESSIONS CATERING - ESS SUPPORT SERVICES,100,2009,10,FALSE
FRED MEYER - RETAIL FISH,100,2008,86,FALSE
SIS'S DELI & ESPRESSO BAR,85,2006,47,FALSE
LALO'S PIZZA,90,2017,41,FALSE
GWENNIES RESTAURANT,90,2016,126,FALSE
CARRS #1805 - DELI,88,2006,86,FALSE
DOWNTOWN CHEVRON - SNACK BAR,98,2000,33,FALSE
NMS DBA FLAMIN RAVEN,92,2017,8,FALSE
FRED MEYER RETAIL STORE,98,2006,94,FALSE
YAK & YETI HIMALAYAN RESTAURANT,79,2000,74,FALSE
CARRS #1805 - DELI,94,2017,86,FALSE
BASKIN ROBBINS #8046,86,2016,54,FALSE
CARRS #520 - BAKERY,100,2006,46,FALSE
HOLIDAY STATION STORE #601 SNACK,83,2016,52,FALSE
SORRENTO'S,90,2000,52,FALSE
DRAGON RESTAURANT,87,2002,191,FALSE
"FALAFEL KING, THE",98,2015,61,FALSE
"ALASKA CLUB SOUTH, THE - SPA",100,2015,55,FALSE
CARRS #520 -  DELI,100,2015,80,FALSE
TESORO - OLD SEWARD SNACK,95,2017,12,FALSE
UAA - CREEKSIDE COMMONS,91,2017,63,FALSE
"ALASKA MINT, LLC",100,2005,15,FALSE
NORDSTROM ESPRESSO BAR,90,2001,34,FALSE
CAMP FIRE - O'MALLEY,100,2007,27,FALSE
CARRS #1809 - SALAD BAR,93,2008,34,FALSE
NEW SAGAYA CITY MARKET - GROCERY,93,2007,43,FALSE
PIPER'S RESTAURANT,85,2007,113,FALSE
PIZZA MAN #1,89,2004,83,FALSE
GLACIER BREWHOUSE - BAR,100,2003,22,FALSE
CAPTAIN COOK - POOL,100,2004,26,FALSE
CABELA'S,97,2016,16,FALSE
CAMP FIRE - GOVERNMENT HILL,100,2017,32,FALSE
SCENIC PARK ELEMENTARY SCHOOL,100,2007,38,FALSE
"OLIVE GARDEN ITALIAN RESTAURANT, THE #4412",89,2016,37,FALSE
CHESTER VALLEY SCHOOL,99,2017,37,FALSE
PEPPERCINI'S DELI HOUSE,83,2017,25,FALSE
"ALASKAN LEAF, LLC",100,2017,7,FALSE
LIONS DEN LOUNGE,94,2007,33,FALSE
5TH AVENUE DELI,86,2007,70,FALSE
BASKIN ROBBINS #8046,82,2016,54,FALSE
ALPINE DINER & BAKERY,93,2015,61,FALSE
CAMP FIRE - ALPENGLOW,94,2007,36,FALSE
"PATHWAY HOME, THE",100,2015,21,FALSE
CAMP FIRE - SUSITNA,100,2005,38,FALSE
SOUTH ANCHORAGE JROTC STUDENT GOV'T,96,2016,15,FALSE
SOUTHSIDE BISTRO,90,2000,59,FALSE
CAMPOBELLO BISTRO,93,2007,60,FALSE
"MOTHER LODE, LLC, THE",82,2017,17,FALSE
CHINA LIGHTS ORIENTAL CUISINE LLC,93,2000,178,FALSE
DOUBLE MUSKY INN BAR,97,2017,15,FALSE
HILAND MOUNTAIN CORRECTIONAL CTR,100,2005,51,FALSE
FIRETAP ALEHOUSE & RESTAURANT-BAR,96,2015,15,FALSE
SLEEPY DOG COFFEE CO,93,2002,68,FALSE
JOJO'S HYPER BEAN LLC,93,2016,11,FALSE
SALVATION ARMY - SERENDIPITY,93,2016,26,FALSE
PROVIDENCE HOSPITAL KITCHEN,87,2007,42,FALSE
GOLDEN GATE,89,2005,67,FALSE
RAINBOW VIDEO & ORIENTAL STORE,95,2008,17,FALSE
O'MALLEY ELEMENTARY SCHOOL,100,2008,37,FALSE
FIRETAP RESTAURANT & ALEHOUSE,82,2016,23,FALSE
OLIVE GARDEN,91,2015,19,FALSE
HANSHEW MIDDLE SCHOOL,100,2015,40,FALSE
